Time,Temperature of system I,Temperature of system II
2022/2/18 10:27,1158.69,834.43
2022/2/18 10:28,1159.35,834.57
2022/2/18 10:29,1159.93,834.7
2022/2/18 10:30,1159.53,834.61
2022/2/18 10:31,1159.88,834.86
2022/2/18 10:32,1159.49,835
2022/2/18 10:33,1159.93,834.55
2022/2/18 10:34,1159.93,834.9
2022/2/18 10:35,1159.35,834.51
2022/2/18 10:36,1159.84,834.78
2022/2/18 10:37,1159.09,834.62
2022/2/18 10:38,1159.09,834.24
2022/2/18 10:39,1159.44,834.93
2022/2/18 10:40,1159.44,834.93
2022/2/18 10:41,1159.49,835.47
2022/2/18 10:42,1159.49,834.74
2022/2/18 10:43,1159.49,834.55
2022/2/18 10:44,1159.49,834.55
2022/2/18 10:45,1159.49,834.4
2022/2/18 10:46,1159.05,834.31
2022/2/18 10:47,1159.97,834.51
2022/2/18 10:48,1159.97,835.04
2022/2/18 10:49,1159.71,834.52
2022/2/18 10:50,1159.18,834.4
2022/2/18 10:51,1159.57,834.66
2022/2/18 10:52,1160.1,834.85
2022/2/18 10:53,1159.97,835
2022/2/18 10:54,1159.01,834.29
2022/2/18 10:55,1158.82,834.4
2022/2/18 10:56,1159.49,834.78
2022/2/18 10:57,1159.54,834.79
2022/2/18 10:58,1159.66,835.01
2022/2/18 10:59,1159.53,834.85
2022/2/18 11:00,1159.66,834.73
2022/2/18 11:01,1160.19,835.1
2022/2/18 11:02,1159.4,834.75
2022/2/18 11:03,1159.93,834.7
2022/2/18 11:04,1159.23,834.55
2022/2/18 11:05,1159.8,834.91
2022/2/18 11:06,1159.84,835.03
2022/2/18 11:07,1158.78,833.24
2022/2/18 11:08,1159.62,834.59
2022/2/18 11:09,1159.62,835.65
2022/2/18 11:10,1159.62,834.6
2022/2/18 11:11,1159.57,834.77
2022/2/18 11:12,1159.57,834.77
2022/2/18 11:13,1158.78,834.22
2022/2/18 11:14,1160.63,836.05
2022/2/18 11:15,1159.26,834.88
2022/2/18 11:16,1159.39,834.75
2022/2/18 11:17,1159.39,835.04
2022/2/18 11:18,1159.88,834.95
2022/2/18 11:19,1159.31,834.9
2022/2/18 11:20,1159.31,834.9
2022/2/18 11:21,1160.59,833.98
2022/2/18 11:22,1159.88,834.65
2022/2/18 11:23,1159.44,834.53
2022/2/18 11:24,1159.97,834.84
2022/2/18 11:25,1159.97,834.68
2022/2/18 11:26,1159.97,834.71
2022/2/18 11:27,1158.78,834.73
2022/2/18 11:28,1158.78,834.47
2022/2/18 11:29,1159.57,836.28
2022/2/18 11:30,1159.22,834.8
2022/2/18 11:31,1158.86,834.32
2022/2/18 11:32,1160.06,834.82
2022/2/18 11:33,1159.26,834.58
2022/2/18 11:34,1159.31,834.6
2022/2/18 11:35,1159.79,834.7
2022/2/18 11:36,1159.93,834.73
2022/2/18 11:37,1159.93,835.05
2022/2/18 11:38,1159.93,834.89
2022/2/18 11:39,1159.35,834.53
2022/2/18 11:40,1160.28,835.49
2022/2/18 11:41,1159.61,834.79
2022/2/18 11:42,1159.61,834.85
2022/2/18 11:43,1159.61,834.43
2022/2/18 11:44,1159.22,834.79
2022/2/18 11:45,1159.22,834.88
2022/2/18 11:46,1160.32,835.15
2022/2/18 11:47,1159.09,834.92
2022/2/18 11:48,1159.44,834.83
2022/2/18 11:49,1158.82,834.87
2022/2/18 11:50,1159.57,834.93
2022/2/18 11:51,1159.57,834.4
2022/2/18 11:52,1159.57,834.94
2022/2/18 11:53,1159.22,834.72
2022/2/18 11:54,1159.22,834.72
2022/2/18 11:55,1159.22,834.84
2022/2/18 11:56,1158.78,834.55
2022/2/18 11:57,1159.57,835.39
2022/2/18 11:58,1159.57,834.99
2022/2/18 11:59,1159.18,834.55
2022/2/18 12:00,1159.04,834.52
2022/2/18 12:01,1159.71,834.65
2022/2/18 12:02,1160.1,834.94
2022/2/18 12:03,1159.71,835.12
2022/2/18 12:04,1159.71,834.96
2022/2/18 12:05,1159.23,835.71
2022/2/18 12:06,1159.8,834.87
2022/2/18 12:07,1159.53,834.73
2022/2/18 12:08,1159.53,834.82
2022/2/18 12:09,1159.53,834.81
2022/2/18 12:10,1158.96,834.69
2022/2/18 12:11,1159.58,834.93
2022/2/18 12:12,1159.49,834.67
2022/2/18 12:13,1160.02,834.45
2022/2/18 12:14,1159.27,834.93
2022/2/18 12:15,1159.39,834.54
2022/2/18 12:16,1159.88,835.1
2022/2/18 12:17,1159.27,834.58
2022/2/18 12:18,1158.47,832.71
2022/2/18 12:19,1158.91,834.76
2022/2/18 12:20,1159.31,834.61
2022/2/18 12:21,1159.31,834.8
2022/2/18 12:22,1159.39,834.49
2022/2/18 12:23,1159.49,834.51
2022/2/18 12:24,1159.09,834.78
2022/2/18 12:25,1159.44,834.45
2022/2/18 12:26,1159.89,834.81
2022/2/18 12:27,1159.36,834.63
2022/2/18 12:28,1159.58,834.11
2022/2/18 12:29,1159.58,834.6
2022/2/18 12:30,1159.13,834.5
2022/2/18 12:31,1159.13,834.5
2022/2/18 12:32,1158.82,834.4
2022/2/18 12:33,1159.44,834.17
2022/2/18 12:34,1159.36,834.74
2022/2/18 12:35,1158.87,834.69
2022/2/18 12:36,1159.44,835.05
2022/2/18 12:37,1159.71,834.97
2022/2/18 12:38,1158.91,834.94
2022/2/18 12:39,1159.44,834.52
2022/2/18 12:40,1159.09,834.69
2022/2/18 12:41,1159.84,835.02
2022/2/18 12:42,1159.66,834.7
2022/2/18 12:43,1158.91,834.53
2022/2/18 12:44,1159.79,834.7
2022/2/18 12:45,592.96,712.15
2022/2/18 12:46,845.75,766.67
2022/2/18 12:47,599.46,714.02
2022/2/18 12:48,600.17,713.58
2022/2/18 12:49,599.01,714.09
2022/2/18 12:50,599.54,713.33
2022/2/18 12:51,599.54,713.11
2022/2/18 12:52,599.81,713.34
2022/2/18 12:53,598.93,714.2
2022/2/18 12:54,599.63,713.32
2022/2/18 12:55,599.24,712.87
2022/2/18 12:56,600.04,714.94
2022/2/18 12:57,599.68,713.05
2022/2/18 12:58,599.5,714.37
2022/2/18 12:59,599.5,713.35
2022/2/18 13:00,600.17,713.99
2022/2/18 13:01,598.84,712.62
2022/2/18 13:02,599.42,713.99
2022/2/18 13:03,600.3,713.51
2022/2/18 13:04,599.85,713.91
2022/2/18 13:05,599.06,712.99
2022/2/18 13:06,600.12,713.63
2022/2/18 13:07,599.01,712.79
2022/2/18 13:08,600.17,713.48
2022/2/18 13:09,599.06,713.11
2022/2/18 13:10,599.55,713.84
2022/2/18 13:11,599.2,713.02
2022/2/18 13:12,600.07,583.27
2022/2/18 13:13,599.63,713.22
2022/2/18 13:14,600.38,713.76
2022/2/18 13:15,599.46,712.29
2022/2/18 13:16,599.9,715.1
2022/2/18 13:17,599.85,712.96
2022/2/18 13:18,599.85,713.85
2022/2/18 13:19,599.85,712.48
2022/2/18 13:20,599.99,714.82
2022/2/18 13:21,599.24,712.46
2022/2/18 13:22,600.17,714.85
2022/2/18 13:23,599.51,713.66
2022/2/18 13:24,599.95,715.33
2022/2/18 13:25,599.95,712.66
2022/2/18 13:26,600.52,714.2
2022/2/18 13:27,599.54,713.3
2022/2/18 13:28,600.03,715.17
2022/2/18 13:29,599.68,712.98
2022/2/18 13:30,599.63,715.2
2022/2/18 13:31,598.71,712.1
2022/2/18 13:32,599.42,713.42
2022/2/18 13:33,598.93,712.42
2022/2/18 13:34,600.56,715.36
2022/2/18 13:35,599.23,713.16
2022/2/18 13:36,599.59,713.51
2022/2/18 13:37,599.32,713.25
2022/2/18 13:38,600.25,714.46
2022/2/18 13:39,599.72,713.47
2022/2/18 13:40,599.73,714.21
2022/2/18 13:41,599.73,713.57
2022/2/18 13:42,600.17,714.47
2022/2/18 13:43,600.07,713.94
2022/2/18 13:44,598.71,713.98
2022/2/18 13:45,600.17,713.78
2022/2/18 13:46,598.93,713.94
2022/2/18 13:47,599.28,713.42
2022/2/18 13:48,599.81,714.54
2022/2/18 13:49,599.81,713.53
2022/2/18 13:50,599.46,714.52
2022/2/18 13:51,599.9,713.3
2022/2/18 13:52,599.9,714.54
2022/2/18 13:53,600.12,713.51
2022/2/18 13:54,599.24,712.87
2022/2/18 13:55,599.73,713.57
2022/2/18 13:56,599.06,711.87
2022/2/18 13:57,600.08,713.5
2022/2/18 13:58,599.19,712.45
2022/2/18 13:59,599.77,713.45
2022/2/18 14:00,599.63,712.34
2022/2/18 14:01,599.46,713.25
2022/2/18 14:02,599.46,712.21
2022/2/18 14:03,599.99,713.72
2022/2/18 14:04,598.84,711.93
2022/2/18 14:05,600.08,713.62
2022/2/18 14:06,598.62,711.99
2022/2/18 14:07,599.42,713.45
2022/2/18 14:08,599.15,712.14
2022/2/18 14:09,599.95,713.53
2022/2/18 14:10,599.85,712.11
2022/2/18 14:11,599.85,713.32
2022/2/18 14:12,599.37,711.88
2022/2/18 14:13,599.77,713.46
2022/2/18 14:14,599.32,712.73
2022/2/18 14:15,600.03,713.74
2022/2/18 14:16,598.52,711.4
2022/2/18 14:17,600.07,713.44
2022/2/18 14:18,598.75,712.85
2022/2/18 14:19,600.04,713.58
2022/2/18 14:20,599.42,713.27
2022/2/18 14:21,600.3,713.7
2022/2/18 14:22,599.32,711.63
2022/2/18 14:23,599.32,713.34
2022/2/18 14:24,599.46,712
2022/2/18 14:25,600.12,713.4
2022/2/18 14:26,599.01,679.43
2022/2/18 14:27,599.37,698.2
2022/2/18 14:28,599.37,697.4
2022/2/18 14:29,599.06,697.85
2022/2/18 14:30,599.06,696.65
2022/2/18 14:31,599.2,697.8
2022/2/18 14:32,599.19,697.33
2022/2/18 14:33,599.63,698.08
2022/2/18 14:34,598.66,697.55
2022/2/18 14:35,599.63,698.21
2022/2/18 14:36,598.57,697.75
2022/2/18 14:37,599.46,698.03
2022/2/18 14:38,599.86,698.23
2022/2/18 14:39,599.73,698.2
2022/2/18 14:40,598.49,697.89
2022/2/18 14:41,599.59,698.23
2022/2/18 14:42,599.59,698.25
2022/2/18 14:43,600.17,698.37
2022/2/18 14:44,598.79,698.08
2022/2/18 14:45,599.55,698.24
2022/2/18 14:46,599.1,698.09
2022/2/18 14:47,599.85,698.25
2022/2/18 14:48,599.85,698.2
2022/2/18 14:49,600.38,698.57
2022/2/18 14:50,599.63,682.85
2022/2/18 14:51,599.73,683.29
2022/2/18 14:52,599.73,682.95
2022/2/18 14:53,600.12,683.1
2022/2/18 14:54,600.12,683.08
2022/2/18 14:55,599.46,682.94
2022/2/18 14:56,599.95,683.12
2022/2/18 14:57,600.3,583.53
2022/2/18 14:58,599.24,683.1
2022/2/18 14:59,599.32,682.74
2022/2/18 15:00,599.01,682.67
2022/2/18 15:01,600.03,683.11
2022/2/18 15:02,599.85,682.79
2022/2/18 15:03,599.85,683.08
2022/2/18 15:04,599.46,682.75
2022/2/18 15:05,599.73,683.03
2022/2/18 15:06,599.73,682.6
2022/2/18 15:07,599.73,683.1
2022/2/18 15:08,599.81,683.12
2022/2/18 15:09,600.17,683.2
2022/2/18 15:10,599.15,682.74
2022/2/18 15:11,599.1,682.7
2022/2/18 15:12,599.15,682.75
2022/2/18 15:13,599.63,683.08
2022/2/18 15:14,599.51,682.79
2022/2/18 15:15,600.08,683.29
2022/2/18 15:16,599.73,682.91
2022/2/18 15:17,599.99,683.35
2022/2/18 15:18,599.85,682.84
2022/2/18 15:19,599.5,682.5
2022/2/18 15:20,599.06,682.62
2022/2/18 15:21,599.54,682.71
2022/2/18 15:22,599.63,682.91
2022/2/18 15:23,599.55,682.77
2022/2/18 15:24,599.2,682.84
2022/2/18 15:25,599.63,683.17
2022/2/18 15:26,599.28,682.67
2022/2/18 15:27,599.85,682.89
2022/2/18 15:28,599.37,682.92
2022/2/18 15:29,599.37,682.92
2022/2/18 15:30,599.9,682.87
2022/2/18 15:31,599.9,683.15
2022/2/18 15:32,599.46,682.81
2022/2/18 15:33,600.56,683.37
2022/2/18 15:34,598.75,682.28
2022/2/18 15:35,599.72,683.01
2022/2/18 15:36,600.21,683.34
2022/2/18 15:37,600.21,682.83
2022/2/18 15:38,600.03,682.79
2022/2/18 15:39,599.41,742.3
2022/2/18 15:40,600.17,742.98
2022/2/18 15:41,599.68,742.9
2022/2/18 15:42,600.17,742.63
2022/2/18 15:43,599.73,742.18
2022/2/18 15:44,599.77,742.79
2022/2/18 15:45,599.28,742.91
2022/2/18 15:46,599.28,742.56
2022/2/18 15:47,599.72,742.8
2022/2/18 15:48,599.72,682.85
2022/2/18 15:49,599.32,682.77
2022/2/18 15:50,600.21,718.07
2022/2/18 15:51,599.99,699.55
2022/2/18 15:52,872.4,789.27
2022/2/18 15:53,872.01,789.06
2022/2/18 15:54,871.16,788.87
2022/2/18 15:55,871.87,802.47
2022/2/18 15:56,871.91,801.88
2022/2/18 15:57,871.52,772.52
2022/2/18 15:58,871.52,807.44
2022/2/18 15:59,872.22,807.94
2022/2/18 16:00,871.82,807.83
2022/2/18 16:01,871.87,807.36
2022/2/18 16:02,871.96,807.96
2022/2/18 16:03,871.82,807.64
2022/2/18 16:04,871.82,807.86
2022/2/18 16:05,872.36,807.65
2022/2/18 16:06,872.36,807.55
2022/2/18 16:07,871.26,807.58
2022/2/18 16:08,872.49,807.84
2022/2/18 16:09,871.78,807.44
2022/2/18 16:10,872.13,807.52
2022/2/18 16:11,872.09,807.39
2022/2/18 16:12,871.96,807.35
2022/2/18 16:13,871.03,807.87
2022/2/18 16:14,872.14,807.7
2022/2/18 16:15,872.05,807.84
2022/2/18 16:16,872.49,807.44
2022/2/18 16:17,872.27,808.06
2022/2/18 16:18,871.56,807.63
2022/2/18 16:19,872.18,807.45
2022/2/18 16:20,872.18,807.63
2022/2/18 16:21,872.18,807.65
2022/2/18 16:22,872.18,808.19
2022/2/18 16:23,871.83,807.6
2022/2/18 16:24,871.65,807.62
2022/2/18 16:25,872.18,807.55
2022/2/18 16:26,872.13,807.57
2022/2/18 16:27,872.36,807.78
2022/2/18 16:28,872.18,807.76
2022/2/18 16:29,872.05,807.43
2022/2/18 16:30,872.27,807.57
2022/2/18 16:31,872.05,807.45
2022/2/18 16:32,871.57,807.68
2022/2/18 16:33,872.4,807.63
2022/2/18 16:34,872.05,807.99
2022/2/18 16:35,872.18,807.45
2022/2/18 16:36,872.18,807.41
2022/2/18 16:37,871.96,807.73
2022/2/18 16:38,871.96,807.3
2022/2/18 16:39,872.13,807.46
2022/2/18 16:40,871.43,807.6
2022/2/18 16:41,871.91,807.55
2022/2/18 16:42,872.31,808.35
2022/2/18 16:43,872.05,807.66
2022/2/18 16:44,872.45,808.25
2022/2/18 16:45,871.96,807.43
2022/2/18 16:46,872.01,807.52
2022/2/18 16:47,872.27,807.56
2022/2/18 16:48,871.65,807.69
2022/2/18 16:49,871.65,808.13
2022/2/18 16:50,871.69,806.47
2022/2/18 16:51,872.13,808.88
2022/2/18 16:52,872.13,807.2
2022/2/18 16:53,872.54,808.84
2022/2/18 16:54,872.13,807.39
2022/2/18 16:55,871.78,808.14
2022/2/18 16:56,871.83,807.59
2022/2/18 16:57,872.18,808.41
2022/2/18 16:58,871.83,808.15
2022/2/18 16:59,872.18,807.8
2022/2/18 17:00,871.38,807.84
2022/2/18 17:01,871.74,807.55
2022/2/18 17:02,871.34,807.84
2022/2/18 17:03,871.91,807.01
2022/2/18 17:04,871.91,807.49
2022/2/18 17:05,871.91,808.5
2022/2/18 17:06,871.91,807.33
2022/2/18 17:07,871.38,807.63
2022/2/18 17:08,871.78,807.64
2022/2/18 17:09,1112.51,849.34
2022/2/18 17:10,1141.94,854.55
2022/2/18 17:11,1142.56,853.96
2022/2/18 17:12,1141.5,854.94
2022/2/18 17:13,1142.2,853.64
2022/2/18 17:14,1142.16,855.07
2022/2/18 17:15,1142.16,854.47
2022/2/18 17:16,1141.72,854.44
2022/2/18 17:17,1141.19,854.16
2022/2/18 17:18,1141.54,854.43
2022/2/18 17:19,1142.25,854.56
2022/2/18 17:20,1142.08,854.26
2022/2/18 17:21,1141.9,854.47
2022/2/18 17:22,1141.9,854.67
2022/2/18 17:23,1142.38,854.63
2022/2/18 17:24,1141.94,854.68
2022/2/18 17:25,1142.03,854.56
2022/2/18 17:26,1142.34,854.75
2022/2/18 17:27,1142.42,854.75
2022/2/18 17:28,1141.28,854.14
2022/2/18 17:29,1141.72,854.14
2022/2/18 17:30,1141.59,854.19
2022/2/18 17:31,1141.99,854.39
2022/2/18 17:32,1142.08,854.62
2022/2/18 17:33,1141.28,854.4
2022/2/18 17:34,1141.14,854.11
2022/2/18 17:35,1141.23,854.62
2022/2/18 17:36,1141.5,854.25
2022/2/18 17:37,1140.93,853.92
2022/2/18 17:38,1141.55,854.2
2022/2/18 17:39,1141.9,854.49
2022/2/18 17:40,1141.28,854.06
2022/2/18 17:41,1141.28,854.22
2022/2/18 17:42,1141.24,854.21
2022/2/18 17:43,1141.72,854.29
2022/2/18 17:44,1142.21,854.64
2022/2/18 17:45,1141.06,853.85
2022/2/18 17:46,1142.04,854.56
2022/2/18 17:47,1142.04,854.22
2022/2/18 17:48,1142.04,854.02
2022/2/18 17:49,1141.59,854.05
2022/2/18 17:50,1142.21,854.41
2022/2/18 17:51,1141.46,854.26
2022/2/18 17:52,1141.85,854.23
2022/2/18 17:53,1142.2,854.5
2022/2/18 17:54,1142.2,854.35
2022/2/18 17:55,1141.14,854.16
2022/2/18 17:56,1142.2,854.42
2022/2/18 17:57,1141.86,854.36
2022/2/18 17:58,1142.34,854.43
2022/2/18 17:59,1142.21,854.41
2022/2/18 18:00,1141.81,854.07
2022/2/18 18:01,1141.32,854.49
2022/2/18 18:02,1141.06,853.62
2022/2/18 18:03,1141.89,854.03
2022/2/18 18:04,1141.89,854.18
2022/2/18 18:05,1141.72,854.45
2022/2/18 18:06,1141.1,854.5
2022/2/18 18:07,1141.46,854.34
2022/2/18 18:08,1141.99,854.37
2022/2/18 18:09,1141.32,853.89
2022/2/18 18:10,1141.14,854.08
2022/2/18 18:11,1140.49,854.03
2022/2/18 18:12,1141.9,854.33
2022/2/18 18:13,1141.55,854.27
2022/2/18 18:14,1142.47,854.43
2022/2/18 18:15,1142.03,853.89
2022/2/18 18:16,1141.59,853.84
2022/2/18 18:17,1141.59,854.25
2022/2/18 18:18,1141.59,854.56
2022/2/18 18:19,1141.59,854.15
2022/2/18 18:20,1141.37,853.97
2022/2/18 18:21,1141.85,854.09
2022/2/18 18:22,1141.67,854.21
2022/2/18 18:23,1142.69,854.8
2022/2/18 18:24,1141.89,854.08
2022/2/18 18:25,1141.89,854.75
2022/2/18 18:26,1141.14,853.78
2022/2/18 18:27,1141.05,854
2022/2/18 18:28,1141.19,854.15
2022/2/18 18:29,1141.72,854.09
2022/2/18 18:30,1141.1,853.98
2022/2/18 18:31,1141.85,854.64
2022/2/18 18:32,1141.46,854.16
2022/2/18 18:33,1141.46,854.48
2022/2/18 18:34,1142.65,854.81
2022/2/18 18:35,1140.53,853.8
2022/2/18 18:36,1143.31,855.31
2022/2/18 18:37,1141.99,854.59
2022/2/18 18:38,1142.25,854.65
2022/2/18 18:39,1141.28,854.48
2022/2/18 18:40,1142.47,854.58
2022/2/18 18:41,1142.47,854.41
2022/2/18 18:42,1141.9,854.39
2022/2/18 18:43,1141.9,854.28
2022/2/18 18:44,1141.19,854.09
2022/2/18 18:45,1142.3,854.6
2022/2/18 18:46,1141.41,854.32
2022/2/18 18:47,1141.89,854.38
2022/2/18 18:48,1141.41,854.14
2022/2/18 18:49,1142.56,854.56
2022/2/18 18:50,1142.2,854.36
2022/2/18 18:51,1141.55,854.12
2022/2/18 18:52,1141.5,854.48
2022/2/18 18:53,1141.5,854.16
2022/2/18 18:54,1141.46,854.3
2022/2/18 18:55,1142.12,854.56
2022/2/18 18:56,1141.77,854.31
2022/2/18 18:57,1141.41,854.02
2022/2/18 18:58,1141.32,854.14
2022/2/18 18:59,1142.2,854.29
2022/2/18 19:00,1141.5,854.31
2022/2/18 19:01,1141.72,854.16
2022/2/18 19:02,1141.1,854.07
2022/2/18 19:03,1141.72,854.54
2022/2/18 19:04,1140.97,854.23
2022/2/18 19:05,1142.25,854.45
2022/2/18 19:06,1142.07,854.76
2022/2/18 19:07,1141.67,854.42
2022/2/18 19:08,1141.67,854.17
2022/2/18 19:09,1142.12,854.3
2022/2/18 19:10,1141.67,854.46
2022/2/18 19:11,1141.67,854.18
2022/2/18 19:12,1141.59,854.05
2022/2/18 19:13,1142.03,854.57
2022/2/18 19:14,1142.03,854.6
2022/2/18 19:15,1142.25,854.64
2022/2/18 19:16,1141.67,854.28
2022/2/18 19:17,1141.99,854.47
2022/2/18 19:18,1141.81,854.15
2022/2/18 19:19,1141.99,854.18
2022/2/18 19:20,1141.58,854.86
2022/2/18 19:21,1142.34,854.94
2022/2/18 19:22,1141.1,853.99
2022/2/18 19:23,1141.81,854.11
2022/2/18 19:24,1141.77,854.61
2022/2/18 19:25,1141.77,854.49
2022/2/18 19:26,1141.68,854.5
2022/2/18 19:27,1141.72,854.6
2022/2/18 19:28,1141.72,854.03
2022/2/18 19:29,1141.81,854.05
2022/2/18 19:30,1142.25,854.62
2022/2/18 19:31,1142.25,854.53
2022/2/18 19:32,1141.63,854.37
2022/2/18 19:33,1141.77,854.71
2022/2/18 19:34,1142.03,854.04
2022/2/18 19:35,1141.67,854
2022/2/18 19:36,1141.72,854.1
2022/2/18 19:37,1142.64,854.39
2022/2/18 19:38,1142.52,854.29
2022/2/18 19:39,1141.89,854.53
2022/2/18 19:40,1141.59,853.92
2022/2/18 19:41,1141.89,854.72
2022/2/18 19:42,1141.41,854.49
2022/2/18 19:43,1141.89,854.9
2022/2/18 19:44,1141.94,854.84
2022/2/18 19:45,1141.94,854.32
2022/2/18 19:46,1141.63,854.32
2022/2/18 19:47,1142.39,854.62
2022/2/18 19:48,1141.59,854.11
2022/2/18 19:49,1141.5,854.15
2022/2/18 19:50,1141.5,854.36
2022/2/18 19:51,1141.58,854.49
2022/2/18 19:52,1142.11,854.37
2022/2/18 19:53,1141.85,854.33
2022/2/18 19:54,1141.77,854.3
2022/2/18 19:55,1142.83,854.82
2022/2/18 19:56,1142.16,854.17
2022/2/18 19:57,1141.81,854.28
2022/2/18 19:58,1140.79,853.78
2022/2/18 19:59,1141.41,853.49
2022/2/18 20:00,1141.72,854.26
2022/2/18 20:01,1140.53,853.54
2022/2/18 20:02,1141.81,855.16
2022/2/18 20:03,1140.04,853.28
2022/2/18 20:04,1141.89,854.73
2022/2/18 20:05,1140.22,853.61
2022/2/18 20:06,1141.85,854.56
2022/2/18 20:07,1141.28,853.79
2022/2/18 20:08,1142.47,854.21
2022/2/18 20:09,1140.08,852.99
2022/2/18 20:10,1142.56,855.17
2022/2/18 20:11,1140.79,853.86
2022/2/18 20:12,1142.25,854.41
2022/2/18 20:13,1140.08,853.03
2022/2/18 20:14,1142.34,854.53
2022/2/18 20:15,1140.66,853.54
2022/2/18 20:16,1141.89,854.59
2022/2/18 20:17,1140.35,852.91
2022/2/18 20:18,1141.5,855.02
2022/2/18 20:19,1141.5,853.77
2022/2/18 20:20,1141.89,854.45
2022/2/18 20:21,1141.41,853.43
2022/2/18 20:22,1142.16,855.55
2022/2/18 20:23,1141.06,853.35
2022/2/18 20:24,1142.74,854.4
2022/2/18 20:25,1141.63,854.21
2022/2/18 20:26,1141.59,853.94
2022/2/18 20:27,1141.59,854.51
2022/2/18 20:28,1141.59,854.71
2022/2/18 20:29,1140.39,854.13
2022/2/18 20:30,1141.5,854.13
2022/2/18 20:31,1141.9,854.03
2022/2/18 20:32,1141.55,853.92
2022/2/18 20:33,1141.55,853.57
2022/2/18 20:34,1141.1,853.79
2022/2/18 20:35,1141.59,854.42
2022/2/18 20:36,1141.59,854.28
2022/2/18 20:37,1141.59,854.09
2022/2/18 20:38,1142.39,854.6
2022/2/18 20:39,1141.99,853.47
2022/2/18 20:40,1141.59,854.31
2022/2/18 20:41,1141.37,853.89
2022/2/18 20:42,1142.43,854.37
2022/2/18 20:43,1141.81,854.11
2022/2/18 20:44,1141.81,854.5
2022/2/18 20:45,1141.81,854.78
2022/2/18 20:46,1002.59,830.22
2022/2/18 20:47,1004.45,831.19
2022/2/18 20:48,1003.26,830.56
2022/2/18 20:49,1003.44,830.82
2022/2/18 20:50,1003.17,830.19
2022/2/18 20:51,1003.92,830.56
2022/2/18 20:52,1003.57,830.66
2022/2/18 20:53,1003.75,830.69
2022/2/18 20:54,1003.83,830.08
2022/2/18 20:55,1003.26,830.29
2022/2/18 20:56,1003.39,830.59
2022/2/18 20:57,1003.39,830.17
2022/2/18 20:58,1003.83,830.27
2022/2/18 20:59,1003.39,830.19
2022/2/18 21:00,1003.39,830.15
2022/2/18 21:01,1002.42,830.02
2022/2/18 21:02,1003.61,830.38
2022/2/18 21:03,1004.01,830.8
2022/2/18 21:04,1003.3,830.94
2022/2/18 21:05,1003.3,830.81
2022/2/18 21:06,1003.7,830.48
2022/2/18 21:07,1002.99,830.47
2022/2/18 21:08,1003.75,830.29
2022/2/18 21:09,1003.75,830.4
2022/2/18 21:10,1003.22,830.17
2022/2/18 21:11,1002.59,830.53
2022/2/18 21:12,1003.88,830.71
2022/2/18 21:13,1003.79,830.5
2022/2/18 21:14,1002.78,829.78
2022/2/18 21:15,1003.17,830.68
2022/2/18 21:16,1002.81,830.2
2022/2/18 21:17,1003.48,830.5
2022/2/18 21:18,1003.08,830.4
2022/2/18 21:19,1003.88,831.23
2022/2/18 21:20,1003.92,830.95
2022/2/18 21:21,1002.73,830.27
2022/2/18 21:22,1003.09,830.09
2022/2/18 21:23,1003.84,830.48
2022/2/18 21:24,1003.66,830.53
2022/2/18 21:25,1003.26,831.14
2022/2/18 21:26,1002.51,829.73
2022/2/18 21:27,1003.62,830.92
2022/2/18 21:28,1002.86,829.83
2022/2/18 21:29,1003.31,831.26
2022/2/18 21:30,1003.66,830.21
2022/2/18 21:31,1002.91,830.41
2022/2/18 21:32,1003.31,830.49
2022/2/18 21:33,1002.86,830.62
2022/2/18 21:34,1003.31,830.38
2022/2/18 21:35,1002.9,830.06
2022/2/18 21:36,1003.57,830.41
2022/2/18 21:37,1003.57,830.27
2022/2/18 21:38,1003.31,830.32
2022/2/18 21:39,1002.9,830.11
2022/2/18 21:40,1003.57,830.54
2022/2/18 21:41,1003.48,830.27
2022/2/18 21:42,1003.65,830.47
2022/2/18 21:43,1003.08,830.19
2022/2/18 21:44,1003.57,830.23
2022/2/18 21:45,1003.57,830.4
2022/2/18 21:46,1003.57,830.43
2022/2/18 21:47,1003.57,830.08
2022/2/18 21:48,1003.48,829.89
2022/2/18 21:49,1002.78,830.25
2022/2/18 21:50,1003.7,830.35
2022/2/18 21:51,1003.26,830.09
2022/2/18 21:52,1003.08,830.12
2022/2/18 21:53,1003.97,830.71
2022/2/18 21:54,1003.57,830.69
2022/2/18 21:55,1002.73,829.76
2022/2/18 21:56,1003.22,830.15
2022/2/18 21:57,1003.12,830.28
2022/2/18 21:58,1003.79,830.4
2022/2/18 21:59,1003.27,830.12
2022/2/18 22:00,1003.27,830.42
2022/2/18 22:01,1002.86,830.39
2022/2/18 22:02,1003.8,830.53
2022/2/18 22:03,1003.04,830.26
2022/2/18 22:04,1003.62,830.16
2022/2/18 22:05,1003.48,830.14
2022/2/18 22:06,1003.35,830.12
2022/2/18 22:07,1002.74,830.8
2022/2/18 22:08,1003.88,830.48
2022/2/18 22:09,1003.22,830.28
2022/2/18 22:10,1003.22,829.94
2022/2/18 22:11,1003.39,830.2
2022/2/18 22:12,1003.88,830.24
2022/2/18 22:13,1003.88,831.02
2022/2/18 22:14,1003.35,830.32
2022/2/18 22:15,1003.66,830.64
2022/2/18 22:16,1003.88,830.38
2022/2/18 22:17,1003.08,830.45
2022/2/18 22:18,1002.95,830.01
